sJFgo9H6zNo 0.01 123.42336739937599 139.042 33
u2uoYvo8J5s 127.33201508846798 201.39247572684465 208.864 89
0Gr4aKQzGYk 30.096653368174724 56.67415180499219 67.43 158
--0edUL8zmA 5.464839815912637 86.71837918408735 92.18 162
c_NlYvL96y0 12.82082075 108.5218213728549 125.27 176
hHiPEAiYKv0 0.01 83.05780045351474 83.06 151
GCtrfXIBbwA 2.863770670826833 20.046394695787832 108.03999999999999 118
rs7er4e67ec 28.704790951638067 44.9876255850234 107.671 42
6ZabZdqdLyA 4.366113884555382 69.65332605304212 71.82 89
yUSo_xjyGhM 1.4982488387970894 84.65105939203553 120.05 196
yUSo_xjyGhM 106.93750979251169 117.79981376443057 120.05 196
Ou24uqaFRPg 26.214528861154445 40.54198907956318 50.48 193
sjyZWmvTGA4 5.274515916380655 34.78936029953198 35.968 9
BxzOUJbq28s 5.273658346333853 218.7004399375975 225.42 60
Z8yNbpjUSLc 52.46359126365054 143.36585335413415 166.511 51
6uhLrPgbpUA 6.337222664586584 12.098334177847114 46.162 3
6uhLrPgbpUA 21.17208481123245 24.412710037441496 46.162 3
6uhLrPgbpUA 29.23764092979719 38.095349881435254 46.162 3
jIQFVSymHQs 0.28354788135725434 9.759535142199688 11.73 194
2U0vMYnC49c 0.01 49.15295385862808 50.62 70
t2wawfMaTzM 1.3425832542901717 9.294807145085802 66.2 191
t2wawfMaTzM 18.383063020280808 34.49406207176287 66.2 191
t2wawfMaTzM 39.554568184087366 55.76884287051482 66.2 191
gKkk82LG8H0 0.01 110.91567327613106 121.534 60
UvuXGKesWS0 9.937507020280812 33.97986271450858 102.795 88
UvuXGKesWS0 38.94861622464899 64.92699687987519 102.795 88
UvuXGKesWS0 70.85859906396256 101.79911856474259 102.795 88
8pR6NBu7Ay0 31.094469578783155 169.25807332293292 196.49 133
-YjGbsbDoxs 30.768311232449296 157.386875975039 162.35 169
p800u2wCKbE 8.523823970358814 15.532301457098283 40.473 51
p800u2wCKbE 33.337622639625586 36.49459448049922 40.473 51
BfnM0eyjB5Q 15.492493287486601 168.67995027964383 185.621 2
-Xl95IW5H_s 63.38938945312915 148.095003 178.21 185
maXU1lGguxs 10.39562183 59.04174628 85.22 179
R4ES1QLRvtg 3.3613190327613105 92.80163416536661 187.39 151
R4ES1QLRvtg 101.57029251170046 105.077755850234 187.39 151
R4ES1QLRvtg 113.26183697347894 119.10760920436817 187.39 151
R4ES1QLRvtg 129.92228783151327 174.35015678627144 187.39 151
jafEh82XETQ 10.184159699999999 111.5951019 111.6 126
0YQPGAsZPgY 0.19999999999999998 166.09233560090703 166.093 60
5Bo0gFXxDQk 0.2 15.382024774143304 16.998 99
hmT9H0IjiGs 62.882906845525525 181.5870021528861 215.551 51
97McCuWAynA 3.423820584947818 5.604253606754671 127.316 87
WEohpavjsIY 12.764816878389421 134.88156501498156 136.37 167
IGcsVPa34Hc 7.35785023400936 30.769191887675508 214.437 4
IGcsVPa34Hc 100.66876911076443 113.71223088923557 214.437 4
IGcsVPa34Hc 139.79915444617782 148.4947956318253 214.437 4
IGcsVPa34Hc 191.6385538221529 213.71210452418097 214.437 4
qogdv5DWzkQ 0.01 185.65658993426882 221.403 11
gSeE_Ms-2TI 0.01 152.00033074885772 158.313 75
1PTNnaEu8xo 30.84877837562482 117.53129481903277 163.423 17
rhOtqArO-3Y 33.55073344158256 165.94986433470945 231.248 82
xr64cSwpNOM 1.6752152886115446 80.66805928237129 82.66 120
xi4puZ1ulP4 109.72865990639626 182.41066614664587 226.21 187
x99PS_O6JW8 3.3768127925117004 14.511168486739468 117.08 156
x99PS_O6JW8 47.731705148205926 88.0709282371295 117.08 156
D_XMD02v690 10.013958631814662 192.08593267862713 194.514 27
lVMMPkvnid8 25.40789859594384 49.33572542901717 158.175 10
lVMMPkvnid8 68.32997971918877 79.43051794071762 158.175 10
lVMMPkvnid8 83.13069734789391 88.31094851794073 158.175 10
lVMMPkvnid8 98.43722152886114 110.77271294851793 158.175 10
lVMMPkvnid8 142.3515709828393 157.89429017160685 158.175 10
qJYp25ni6tg 21.39858285487882 181.43587089547583 193.19 117
mQHY2uMOMP4 29.183462065013213 94.03559879251169 115.47 165
a2vaM_aRHv4 53.911263650546026 98.69908268330732 177.262 50
XnctHnlJB4g 2.174854914196568 16.311411856474262 17.04 111
5DhbyYavYp4 27.354733064175083 42.308656848307706 234.522 92
5DhbyYavYp4 84.25258941355776 101.03016243965777 234.522 92
5DhbyYavYp4 145.52720394366216 148.44504273081 234.522 92
YUFPWt0VQ1Y 53.73328981852345 82.67725137850468 88.91 29
yVsOoFr61x4 6.636234789391575 20.0215015600624 24.08 178
WMdeqUyHWSo 20.307498558445744 26.196673140395006 130.172 45
WMdeqUyHWSo 38.17809706708268 45.48879650546022 130.172 45
5iQsKA84vWo 23.24372562 136.58451465000002 155.64 102
G9ZEi6eRhi0 0 132.8878 132.89 162
lpeyMIH1YqA 8.928524789391576 18.398172293291733 24.78 144
zp86ztwZEKk 14.484035361414458 19.72587673030731 88.42 115
zp86ztwZEKk 25.51949087487309 32.27870737686651 88.42 115
zp86ztwZEKk 52.41841368892852 58.07408463957606 88.42 115
br8Ao_UBEZA 8.84874608 73.72775803432137 82.48 160
buhaBimF4M0 45.08595631825273 200.92654446177846 209.63 74
LcmTBkWvV74 53.32115410000001 177.30421216848674 180.4 158
KaGGtAhiH64 20.613089100434767 126.33828803492277 213.113 64
KaGGtAhiH64 93.42383931003498 128.66557228819767 213.113 64
KaGGtAhiH64 131.6577948995511 162.24495937116396 213.113 64
KaGGtAhiH64 166.2345895196352 212.91274376417235 213.113 64
0bosp4-pyTM 70.17497744807751 75.76732708268331 115.636 79
0bosp4-pyTM 78.11250625429017 82.8028645975039 115.636 79
IgEc5mY9L44 19.306975296411856 91.67238095238095 91.673 99
amCD-2TIKw0 0.01 124.18031746031745 124.18 101
0MtST08F2Xc 0 36.821 36.851 69
WUOiJOqrHlI 6.571718934063485 24.096302758232778 175.52 125
WUOiJOqrHlI 39.15649156630265 48.740248243369734 175.52 125
WUOiJOqrHlI 115.82654498283931 121.57679898907956 175.52 125
WUOiJOqrHlI 145.67310149141966 157.7212527425897 175.52 125
V90aT-d_FKo 0.01 77.83331065759637 77.83 113
I4wkBjpwAAU 3.683435423770798 88.08340738638762 93.136 93
M9uQCTr2-r0 7.196606864274571 181.0862542901716 184.58 125
Jifw8dC5yTM 14.283496096306438 139.0884693978159 150.09 180
5o9iv0wC59g 6.515352641316538 41.92487663026521 45.396 60
4S5ethZhgqs 5.038114102964118 5.780573023400936 17.0 100
4S5ethZhgqs 6.6821302839313566 7.6367203244929796 17.0 100
4S5ethZhgqs 8.564793975039002 9.38680206552262 17.0 100
4S5ethZhgqs 15.35298981903276 15.697702889235568 17.0 100
Ci9WKE6wkOQ 69.92853198127925 83.96263182527301 155.156 46
Ci9WKE6wkOQ 90.0118127925117 155.121 155.156 46
IlD4gfHmWIg 3.800311304969205 88.13798911140118 93.69 150
Z4OyG8ZzUpg 130.558155 147.2557275 176.36 166
Z4OyG8ZzUpg 12.50989727223089 114.34487750000001 176.36 166
F_EHrfbYsRE 0.01 0.02 226.883 77
1FMjfLRpXwM 54.953264775488975 113.89507296210215 142.037 11
yxSBQXuOwuc 13.255202259791073 130.5300423229329 144.011 78
C0F-xroK_Eg 6.91026305 152.83489368 205.36 112
adz3kDJLCF4 1.7287481699999998 66.23273498829953 68.85 136
ZEgmWaMa9PU 21.840667607656684 91.65919520590347 229.47 139
1BfYAuxv6Wk 18.43779407176287 56.50291731669267 63.58 184
kcB7HQPxzDM 47.34713952 54.41846734733226 77.18 114
kcB7HQPxzDM 5.20505613237898 14.207509403407018 77.18 114
kcB7HQPxzDM 28.85150005761263 35.93342996415468 77.18 114
kcB7HQPxzDM 58.259514076304214 65.94160753424813 77.18 114
Iuk7PNmG3tQ 5.74008112324493 106.0305631825273 115.032 62
3C4Nry679BA 1.3845655226209048 13.991991419656786 14.49 117
JnYteBN2LDI 6.0965741029641185 60.20366926677067 61.09 184
VCldTcZi0aE 0.01 92.361 92.439 29
K8G5CBJtluY 35.522386821246066 39.10422748479747 69.684 28
K8G5CBJtluY 50.28391198012457 59.61840583059186 69.684 28
srXhWAGzd-s 29.275017160686424 49.359040561622464 218.268 37
srXhWAGzd-s 54.46514820592824 90.54830889235569 218.268 37
srXhWAGzd-s 105.52622464898595 152.8428221528861 218.268 37
b5GrYqt5tRQ 0.20000000000000004 163.841 164.096 17
jCVi9xt3GUY 0.34706057956318254 33.47557044695788 40.59 196
CHkT4As5jZI 7.30402992 56.361093471138844 66.6 184
jgNeMnPVfkQ 0.01 70.29058452472604 70.612 62
8qAdvUvNuts 45.93712007800312 113.436561825273 120.19 155
MbCAiWBhAjo 11.402234957878315 121.834992049922 135.35 51
r2oMItb5EVM 0.01 109.101 109.158 52
zDBpa2miW8A 5.311743061486869 20.464875817318905 52.385 24
gF14lRI0HUM 1.2238110468018721 19.103391950078006 19.13 102
7tdlcmbuLOA 19.11353645982574 23.57336163378508 204.22 96
7tdlcmbuLOA 157.36811594383775 158.32379276131044 204.22 96
7tdlcmbuLOA 174.25173971918878 179.6672416848674 204.22 96
E7NTSqMgx44 0.01 14.971438546021842 18.855 29
0J55EGFLglQ 5.20587920245259 19.853061 19.854 34
NiaE7amNW7s 3.258679692667707 92.72424943681747 189.89 150
NiaE7amNW7s 119.97866141185646 156.71286885647427 189.89 150
KvscV2XxyTE 7.72713712324493 101.4186747425897 103.19 150
zlXvqnBqVvI 1.9602024897322425 3.8321074375975037 22.64 80
R0sADQPdso8 19.611404056162247 63.82620592823714 114.336 41
3l7quTy4c2s 21.75210077790867 26.918224712661978 174.29 108
3l7quTy4c2s 35.34716376410159 69.60672248930774 174.29 108
3l7quTy4c2s 87.00840237129485 95.70924260842433 174.29 108
3l7quTy4c2s 99.78776146957878 102.77867530109204 174.29 108
3l7quTy4c2s 104.41008284555382 121.81176331981278 174.29 108
3l7quTy4c2s 122.08366457722308 127.2497884680187 174.29 108
3l7quTy4c2s 129.96880104212167 154.71181546645866 174.29 108
hjsu3SGAdLs 4.304128965158606 51.03467201545204 131.38 161
hjsu3SGAdLs 60.46276403437089 119.90073390795632 131.38 161
dAa10hlgxCY 6.767705148205929 220.1285148205928 228.392 5
UxlDSfC7S-0 21.701698907956317 156.281 156.34 53
pOyP_kDaskY 23.672665577223086 28.284223806552262 197.07 118
pOyP_kDaskY 36.585028619344776 51.95688938377534 197.07 118
pOyP_kDaskY 56.875884828393126 59.33538255070202 197.07 118
pOyP_kDaskY 78.70392711388456 86.38985749609984 197.07 118
pOyP_kDaskY 150.64423549141966 157.7152914430577 197.07 118
mvQxhjjVWOk 15.143866053961885 173.74144382839316 176.5 140
WBkqGBFsdgI 51.22407332293292 58.59580343213728 121.232 80
WBkqGBFsdgI 71.82711388455539 78.07761778471139 121.232 80
WBkqGBFsdgI 82.23671606864275 97.73880967238689 121.232 80
WBkqGBFsdgI 100.19645865834633 106.62415600624024 121.232 80
fN2DiOswmOA 98.383067800312 109.37882243681747 185.48 117
fN2DiOswmOA 125.00436849921998 151.33630723400935 185.48 117
oOu5vC3EB5E 0.01 65.13165532879819 65.13 160
jmmOBfS3JIg 103.75867394695787 104.86999999999999 105.07 175
UA_RDwuO47s 0.01 72.32798751950078 72.53999999999999 184
fxlTN3mCWDA 17.460289719626168 166.13730218068537 169.901 60
FOF8YgUhRNA 33.65408216328653 62.196150327613104 68.27 184
TxxUmibEy9Q 68.49321093387954 123.110642066499 189.243 1
0UcBldDI0RA 0.01 141.15553510140404 156.573 99
SID0y9y6Uk4 0.01 6.991126365054602 140.179 31
J65l9OEP3pI 0.2 114.55688802247916 120.164 70
dWBnXy2nauU 4.129972698907956 29.665003900156005 30.3 173
sFKOnFMJF2Q 16.42160838314306 83.2969354859468 119.281 49
sFKOnFMJF2Q 91.0990569812739 110.79012551709944 119.281 49
uPqh5uA1mhA 31.332672418096724 103.5821288174727 118.14 146
h5fX5z-unJc 0.01 20.94466551984489 21.85 63
8l7SuE4_lCk 0 13.63 13.7 136
BbQ39yhaC54 74.78491727424199 88.02807958190328 99.87 191
5TV-V6Cxero 32.75834633385336 94.27741029641186 142.41 185
Yojuicji624 8.71345993447738 135.74653371606865 146.983 82
