00cwEcZZcu4_000003_000013 300 22
00U9x58IraQ_000007_000017 300 57
018EClOtVTM_000035_000045 300 305
01BFInmg3Zs_000001_000011 300 263
01fAWEHzudA_000002_000012 300 151
01R6cmvFbZI_000134_000144 300 32
02EEyBC8aac_000031_000041 300 38
02hk_9H_5hQ_000105_000115 300 136
02K4QYwUR6k_000112_000122 300 222
02L6JyleSLE_000313_000323 301 155
-02UO1KSdZ0_000025_000035 300 74
031AhY-44lw_000003_000013 300 336
032yA7Kqd2I_000006_000016 300 292
034KeIezQZ8_000000_000010 300 161
03dk7mneDU0_000137_000147 300 254
03KH2wOyiVw_000026_000036 301 120
03kVLyOhRw4_000005_000015 300 197
04aY8TpMxVM_000001_000011 300 32
04aYHNmzPXs_000008_000018 169 318
_04E5ylO7Vc_000033_000043 266 117
04fFektD3CQ_000397_000407 300 39
04g2ZAlBqzc_000067_000077 300 177
04jTKnOYrZw_000076_000086 300 7
04LMpZuQmEM_000023_000033 300 161
04qp3eQSmJc_000106_000116 300 246
05DTHPMVt_I_000005_000015 196 367
05DTqECiJtI_000223_000233 300 28
05FnxqVf05w_000110_000120 300 215
05lCjHF7sg4_000096_000106 300 193
05P1B4urnF4_000084_000094 300 191
05PHI3Ke0P4_000082_000092 300 186
05PM1aBrb2g_000038_000048 300 65
-05qSkAhM6Y_000205_000215 300 18
05tt9wQkcYE_000013_000023 300 23
067bPEpLkys_000154_000164 300 329
069xevwEijs_000494_000504 300 196
06A7IVDdaXo_000091_000101 300 100
06HBsMpx9SM_000012_000022 300 11
06IRoSKPlFM_000175_000185 300 303
06oD__bFxOQ_000011_000021 301 381
06zuUMKaa88_000007_000017 300 156
075Sp8SBR98_000000_000010 301 357
075wmEyfcUw_000025_000035 300 233
07JKxkp6TF8_000027_000037 300 62
--07WQ2iBlw_000001_000011 273 166
07xOT83TIG4_000040_000050 301 130
07YX_GR_cEE_000894_000904 300 390
-081qTv9fXc_000216_000226 300 387
08csZOkVKCc_000027_000037 300 14
08exh0TpOlM_000041_000051 300 175
08Exugf5OvU_000047_000057 300 142
08qD_jd4qLY_000066_000076 300 97
-09lBxmFoWE_000030_000040 281 134
09ZMT8HT0DA_000030_000040 300 41
0A7w3A7444M_000010_000020 205 175
0a8T8M0gt20_000314_000324 300 308
0aAhM7nyEmM_000021_000031 223 229
0aepX3PJqzw_000002_000012 300 60
0AFL0KtXKRg_000097_000107 300 299
0AGn9PM_7xg_000085_000095 300 184
0AkA2Ru9qG0_000485_000495 300 394
0aqVBIiRZAE_000135_000145 300 225
0azWFsmoz38_000016_000026 300 214
0AZwSqSgCcc_000001_000011 300 258
0-b4M8jssX8_000086_000096 300 349
0b7wPe49W-4_000266_000276 262 232
0bBkwXQznwk_000145_000155 300 60
0bEOq_gmJMg_000211_000221 300 223
0bEpU86Cru4_000612_000622 300 218
0B-fC9IBqdI_000024_000034 271 114
0BGTfQfQ8i0_000099_000109 300 23
0BhVDzsdGUM_000028_000038 301 53
0BLpSquuZFM_000068_000078 300 63
0bP8gJOcxTY_000099_000109 301 301
0brGLuDMUmk_000005_000015 300 293
0bSgWa4ldr0_000401_000411 300 244
-0BveUV52cM_000043_000053 303 317
0Bx8X5h5I5I_000061_000071 300 64
-0byZyStAYQ_000054_000064 300 370
0C6viKYd1B4_000051_000061 300 175
0CcZv2sSMfs_000091_000101 300 21
0CDEub034JA_000041_000051 300 238
0Cegwffz0Ck_000487_000497 300 8
0CFcWn6lHv0_000002_000012 300 365
0chik_yq4uA_000077_000087 300 298
0CLLZNQN9aI_000032_000042 300 3
0cmTn-iNFXg_000019_000029 303 379
-0CNBzthkZ4_000004_000014 300 36
-0COMyPvkHU_000061_000071 300 139
0cONsRVrLbU_000023_000033 300 4
0cRSaP17TDU_000025_000035 300 86
-0cS8MCIJZY_000006_000016 300 231
0ctdGZygYeU_000001_000011 301 211
0CViJao5YLY_000004_000014 300 182
0czMtGZa7mk_000008_000018 300 156
0d2XdZRy2fc_000003_000013 24 48
0D2YY8fs0ok_000073_000083 300 82
0d5TkclKWVA_000182_000192 300 46
0DepKWU6h7s_003034_003044 300 329
0dLt5IwxIU8_000021_000031 300 58
0DtaFHAH_bY_000000_000010 298 214
0dUkWf8gBkU_000345_000355 300 185
0dwPQPV3iYQ_000039_000049 300 381
0DXBrjeoaic_000057_000067 300 315
-0dYbFhZsGU_000237_000247 300 355
0E85GLeQgas_000000_000010 300 203
0Ec2-bgw3Bw_000569_000579 300 29
-0edhdVNyYk_000047_000057 300 73
0egFLk5ZGIc_000012_000022 300 391
0EJXIQ1ltjo_000013_000023 300 195
0ELymxVtE0g_000056_000066 300 232
0eQaW8uz0jI_000242_000252 300 363
0EQTWTLZfGM_000037_000047 300 250
-0Eu83ggVq4_000235_000245 300 292
-0eUJLYCmbs_000001_000011 300 188
-0ew-c0w7uc_000002_000012 279 122
0f0sVob1QHU_000042_000052 300 349
0f4-7AL8Fdk_000131_000141 300 95
0F4SUAnD_-E_000111_000121 300 176
0f9lGSRkiiQ_000000_000010 300 22
0fCDlKYkRxc_000081_000091 300 115
0Fet8TyoNR4_000007_000017 230 153
0fjsXnccCu0_000002_000012 244 134
0fmNdKx4cdI_000003_000013 300 102
0fp_LpMTbfg_000170_000180 300 91
0FuzEH6Eg90_000017_000027 300 334
-0FzHADcl10_000005_000015 300 193
0FZNQa_EWBE_000030_000040 300 289
0G2A0x2-vf4_000040_000050 300 117
0G7LTZpsVhE_000033_000043 300 0
0gaRGt1Ppqg_000861_000871 300 223
0GCBMmyqa7Q_000002_000012 180 159
0gevNPaaqfI_000004_000014 300 28
0GJDwzYw7wo_000003_000013 300 18
0gOHyvFDXGg_000310_000320 300 384
0GqiiCEunbw_000041_000051 300 390
0gR5FP7HpZ4_000024_000034 300 180
0gRPFGoC_zA_000010_000020 300 329
0GWr1EV6ZuY_000106_000116 300 221
0g_xR5lmUsY_000001_000011 300 101
0H3dSeJ58Hc_000009_000019 300 393
0H5mnFcm2Kg_000017_000027 282 399
0HbXYa4MGUU_000147_000157 300 290
0HN9Iz8MoYU_000006_000016 300 96
0hR6cYHJGyU_000043_000053 301 127
0htNc0u9TDk_000000_000010 252 2
0-H_tyg7F14_000082_000092 300 323
0huAN2gC6Pc_000143_000153 300 130
-0HUfPFdLKE_000004_000014 300 74
0hVtX45KhS8_000075_000085 300 340
0HydDezkSU0_000018_000028 300 328
0hZBaym-z8M_000174_000184 300 353
0i1lP-WyXLU_000081_000091 300 371
0i5IfU3yOxg_001259_001269 300 322
0iDnfVQKuAY_000161_000171 300 78
-0IErS_cisg_000017_000027 300 192
-0IEt9-NeV4_000637_000647 300 282
0iG-C9KGuEk_000002_000012 300 261
0IPSrG2K83M_000000_000010 300 13
0iSjGako8Sg_000012_000022 230 45
0iwGDbsDIkw_000435_000445 300 195
0IYm78aUXUE_000133_000143 207 46
0Je9lZCyNgk_000016_000026 301 79
0JFH2o8xhOc_000013_000023 300 100
0jg1cEhzFL4_000083_000093 300 124
0JhTo3GmW4A_000025_000035 300 295
0JPeyGdYWkg_000171_000181 300 0
0jpK6zhdxjo_000018_000028 300 137
0Jued9V5zNk_000013_000023 300 104
0JvJreVLjvc_000132_000142 300 366
0JwDKN8yiC4_000002_000012 300 238
0JzTdkdyXIQ_000054_000064 300 21
0K8QJJJ6qwM_000017_000027 300 197
0KaLGwQ6FjM_000027_000037 300 238
0KMwj0US2dE_000151_000161 300 280
0KRZpDL6rWQ_000176_000186 300 254
0KU0nzwWa0g_000110_000120 300 189
0kvnU7LSEt8_000019_000029 300 292
0L44b3HExVA_000031_000041 215 304
-0L4fgr5GE0_000001_000011 300 199
0L4kvkUfs1U_000265_000275 300 42
-0L4z8D2eGs_000043_000053 300 18
0l74QJmidNw_000016_000026 300 50
0L8ZcrRtFxI_001103_001113 300 115
0lCWhhGesNI_000055_000065 300 308
0lekQBvudmM_000008_000018 300 365
0LFcgiJKZUw_000063_000073 300 370
-0lfUaTIAEs_000004_000014 300 152
0LH6n81tyds_000010_000020 272 265
-0Li7rc78jQ_000128_000138 301 199
0lkvs1QUcjI_000064_000074 300 271
0lO-ekw5nI4_000033_000043 300 49
0LPPXRmZV8g_000103_000113 300 181
0lqKvDiwZDc_000171_000181 300 42
0Lx_B0Xg3kU_000007_000017 300 325
0lxXFtkgAdU_000000_000010 300 117
0lya888dgZ0_000565_000575 300 140
0M1SkaJJcV0_000191_000201 290 17
_0ma-BkictM_000000_000010 300 12
0mcjJ35IlsQ_000000_000010 300 344
0mF342HNPTE_000034_000044 260 125
-0Mfuocujdg_000000_000010 300 68
0MG3pzym-G8_000002_000012 300 296
0miLHsKXUkU_000200_000210 300 42
0MJ9Rk0k92Q_000000_000010 300 122
-0ML-FXomBw_000001_000011 300 240
0MPv9HqB_Ww_000008_000018 300 233
0mRnNY9kcCQ_000008_000018 192 196
0mX7eiHEiP8_000003_000013 196 287
0N3bmU-kCPI_000064_000074 300 300
-0N5cgaMCfY_000316_000326 300 163
0N8szFGAmMw_000412_000422 300 46
0-NbSopwDlk_000094_000104 300 83
0-NiXohf8vM_000112_000122 300 327
0nk5QJHNanE_000049_000059 300 146
0NmDAeOWzZQ_000004_000014 300 340
-0NOgzGpSEY_000003_000013 300 77
0npur3PQMHA_000003_000013 219 203
-0NQHRndkPI_000004_000014 300 242
0Nr7AVRWCSo_000042_000052 300 337
0nUPTYMEcbI_000089_000099 300 135
0NZewzomYbA_000000_000010 301 265
-0o2B1AEdoQ_000007_000017 301 64
0_obbLl1Zyg_000035_000045 300 376
0OGDlNNH14Y_000019_000029 300 371
0oI69UuxnJw_000034_000044 300 307
0oIJWn9IUwM_000205_000215 300 196
-0OK3nbLKgM_000012_000022 301 10
0oL36GHlSXw_000022_000032 300 151
0Or4d0SDLLo_000009_000019 181 154
0PAZuNazXY0_000106_000116 301 53
0pcIhYNEc88_000566_000576 300 196
0Pdt1UFwVn4_000371_000381 300 221
0pEjYh3BF1o_000232_000242 300 91
0peuHPypzu8_000026_000036 301 30
0-P_FPa2820_000006_000016 300 59
0PG6yWc1Dhc_000002_000012 300 284
0Pg-veCh7P4_000503_000513 300 136
0pi94mAZXAU_000000_000010 300 269
0-pmhSYTdI0_000048_000058 301 94
0pQACKjlllc_000002_000012 258 110
0Pu0PLVQod4_000028_000038 300 112
0Pv1zA8r9DE_000002_000012 300 78
0pVGiAU6XEA_000011_000021 300 66
0q9KxPP30V8_000007_000017 256 203
0qb7N_CyrcM_000884_000894 300 225
0QH8uFjXiW4_000003_000013 180 130
0QMWax-6Slg_000035_000045 300 190
0QOoTTe7cZc_000228_000238 300 306
0QpBzgw3Nd0_000000_000010 300 149
0QQv6m9evuY_000004_000014 300 47
0qRzxa4Ny5c_000017_000027 300 285
0QU1CMeczKs_000357_000367 300 237
0qWpaHLpwpU_000003_000013 226 105
0qxkk9oBOW8_000115_000125 250 115
0R2cfQOeBtI_000054_000064 300 346
0R_34yUPoTc_000066_000076 300 133
-0r6NmrdKCU_000043_000053 300 191
0r7kaVVXPbE_000025_000035 300 81
0rhk4HYpN64_000304_000314 300 85
0rKdvMAQWGs_000012_000022 165 260
0rnJX3pe3nY_000011_000021 300 224
0RnlrsxG1hY_000002_000012 301 362
0RRkBEUk1EY_000040_000050 300 40
-0-s1eu4sF4_000031_000041 300 197
0S8erRQSUZs_000093_000103 300 168
0scErPni0sE_000000_000010 238 361
0sCQN5HFoAc_000039_000049 300 178
0sCSK1Ox5Ts_000046_000056 300 296
0sCSuIjW-GE_000018_000028 300 318
0SDk813UzEo_000043_000053 300 189
0SDy6ZObNdE_000415_000425 300 232
0skuNPhX44s_000035_000045 300 233
0sLopr9zuMc_000009_000019 286 325
0SmOlvfSzoI_000095_000105 300 310
0sNKmQJkjTk_000040_000050 300 366
0S-P4lr_c7s_000022_000032 300 5
0SPNHAMUNRg_000237_000247 300 284
0SuAwpjkU0c_000007_000017 300 20
0_T8Jz14vuA_000219_000229 300 380
0tHJCi6G4S4_000153_000163 300 275
0tIJZogdc9U_000022_000032 201 66
0tlGOxUQ0Kw_000074_000084 300 37
0tlSAcpc7_o_000229_000239 300 337
0TPxcKUNxbA_000068_000078 300 63
-0TvmZ9L0ho_000033_000043 300 379
0TXqmNiNQ5o_000022_000032 300 112
0tYRSpnUusM_000141_000151 300 387
0u4c8Cel91U_000041_000051 300 142
0uGdiI1Rz_8_000000_000010 300 86
0uh3HP895OA_000027_000037 300 178
0uSu_3yu_44_000012_000022 300 168
0uswr636GWs_000057_000067 300 32
